Title,Series,Volume,Author,Language,Fiction/Non,Genre,Pgs,Publication_date,year_read
Acceptance,Southern Reach Trilogy,3,Jeff Vandermeer,English,Fiction,Science Fiction,341,0,2014
Annihilation,Southern Reach Trilogy,1,Jeff Vandermeer,English,Fiction,Science Fiction,195,0,2014
Authority,Southern Reach Trilogy,2,Jeff Vandermeer,English,Fiction,Science Fiction,341,0,2014
21,,,Jeremy Iversen,English,Fiction,Young Adult,261,2011,
"Love, Stargirl",Stargirl,2,Jerry Spinelli,English,Fiction,Young Adult,279,0,
Stargirl,Stargirl,1,Jerry Spinelli,English,Fiction,Young Adult,186,0,
Tiny Ladies in Shiny Pants,,,Jill Soloway,English,Fiction,Biography,248,0,
Faery Magic,,,Jo Beverly,English,Fiction,Romance,379,1998,
Backwater,,,Joan Bauer,English,Fiction,Young Adult,185,1999,
Best Foot Forward,,,Joan Bauer,English,Fiction,Young Adult,183,2005,
Squashed,,,Joan Bauer,English,Fiction,Young Adult,194,1992,
Thwonk,,,Joan Bauer,English,Fiction,Young Adult,215,1995,
Gentlemen & Players,,,Joanne Harris,English,Fiction,Thriller,422,0,
Peaches,,,Jodi Lynn Anderson,English,Fiction,Young Adult,312,2005,
Heart Shaped Box,,,Joe Hill,English,Fiction,Horror,376,0,2013
The Fireman ,,,Joe Hill,English,Fiction,Horror,768,0,2017
NOS4A2,,,Joe Hill,English,Fiction,Horror,692,0,2013
The Book of Lost Things,,,John Connolly,English,Fiction,Young Adult,339,0,
Marley & Me,,,John Grogan,English,Fiction,Biography,303,0,
Of Mice and Men,,,John Steinbeck,English,Fiction,Classic,103,0,2015
Tortilla Flat,,,John Steinbeck ,English,Fiction,Classic,256,0,2011
Under the Banner of Heaven,,,Jon Krakauer,English,Non-Fiction,True Crime,399,0,2015
Amnesia Moon,,,Jonathan Lethem,English,Fiction,Science Fiction,256,0,2015
Everything Is Illuminated,,,Jonathan Safran Foer,English,Fiction,Contemporary,382,0,
Salida de emergencia ,,,Jose Ignacio Valenzuela,English,Fiction,Short stories,270,0,2012
Antigona,,,Jose Watanabe ,Spanish,Fiction,Historical Fiction,50,0,2012
Don Juan Tenorio,,,Jose Zorrilla,Spanish,Fiction,Drama,189,0,
Bird Box,,,Josh Malerman,English,Fiction,Horror,262,0,2014
El Killer,,,Josue Montijo,Spanish,Fiction,Thriller,135,0,
Yo mate a Sherezade,,,Joumana Haddad,Spanish,Non-Fiction,Biography,142,0,2012
Mad River Road,,,Joy Fielding,English,Fiction,Mystery,484,0,
Almost A Goddess,,,Judy McCoy,English,Fiction,Paranormal Romance,372,0,
Journey to the Center of the Earth,,,Jules Verne,English,Fiction,Science Fiction,338,0,2014
Doggie Dreams,Tuned In,6,Julia DeVillers,English,Fiction,Young Adult,139,0,
Fast Friends,Tuned In,1,Julia DeVillers,English,Fiction,Young Adult,130,0,
"How My Private, Personal Journal Became A Bestseller",,,Julia DeVillers,English,Fiction,Young Adult,212,0,
Movie Madness,Tuned In,8,Julia DeVillers,English,Fiction,Young Adult,138,0,
Music Mania,Tuned In,4,Julia DeVillers,English,Fiction,Young Adult,139,0,
Room Redo,Tuned In,9,Julia DeVillers,English,Fiction,Young Adult,141,0,
Star Struck,Tuned In,2,Julia DeVillers,English,Fiction,Young Adult,138,0,
True Teamwork,Tuned In,3,Julia DeVillers,English,Fiction,Young Adult,139,0,
Extreme Bachelor,,,Julia London,English,Fiction,Romance,343,0,
The Secret Lover,,,Julia London,English,Fiction,Romance,387,0,
Ways To Be Wicked ,,,Julie Anne Long,English,Fiction,Romance,350,0,
"Define ""Normal""",,,Julie Anne Peters,English,Fiction,Young Adult,196,0,
Luna,,,Julie Anne Peters,English,Fiction,Young Adult,248,0,
The Brief Wondrous Life of Oscar Wao,,,Junot Díaz,English,Fiction,Contemporary,345,0,
Double Dating With the Dead,,,Karen Kelley,English,Fiction,Paranormal Romance,300,0,2011
Jagannath,,,Karin Tidbeck,English,Fiction,Short stories,114,0,2016
Fake Boyfriend,,,Kate Brian,English,Fiction,Young Adult,262,2007,
Megan Meade's Guide to the McGowan Boys,,,Kate Brian,English,Fiction,Young Adult,267,2005,
Elizabeth I,Royal Diaries,,Kathryn Lasky,English,Fiction,Biography,214,0,
Be Mine Tonight,,,Kathryn Smith,English,Fiction,Paranormal Romance,370,0,
Ain't Myth-Behaving,,,Katie MacAlister,English,Fiction,Paranormal Romance,353,0,
Blow Me Down,,,Katie MacAlister,English,Fiction,Paranormal Romance,359,0,
Even Vampires Get The Blues,,,Katie MacAlister,English,Fiction,Paranormal Romance,344,0,
Fire Me Up,Green Dragons novel,2,Katie MacAlister,English,Fiction,Paranormal Romance,352,0,
Ghost of a Chance,,,Katie MacAlister,English,Fiction,Paranormal Romance,256,0,
Holy Smokes,Green Dragons novel,4,Katie MacAlister,English,Fiction,Paranormal Romance,341,0,
Just One Sip,,,Katie MacAlister,English,Fiction,Paranormal Romance,338,0,
Light My Fire,Green Dragons novel,3,Katie MacAlister,English,Fiction,Paranormal Romance,329,0,
Playing With Fire,Silver Dragons novel,1,Katie MacAlister,English,Fiction,Paranormal Romance,331,0,
You Slay Me,Green Dragons novel,1,Katie MacAlister,English,Fiction,Paranormal Romance,334,0,
Fate of the Fallen ,,,Kel Kade,English,Fiction,Fantasy,400,0,2019
China Rich Girlfriend ,Crazy Rich Asians,2,Kevin Kwan,English,Fiction,Contemporary,496,0,2018
Crazy Rich Asians ,Crazy Rich Asians,1,Kevin Kwan,English,Fiction,Contemporary,544,0,2018
Rich People Problems ,,,Kevin Kwan,English,Fiction,Contemporary,398,0,2018
A Fistful Of Charms,The Hollows,4,Kim Harrison,English,Fiction,Fantasy,510,0,2016
A Perfect Blood ,The Hollows,1,Kim Harrison,English,Fiction,Fantasy,438,0,2016
Black Magic Sanction,The Hollows,8,Kim Harrison,English,Fiction,Fantasy,487,0,2016
Dates From Hell,,,Kim Harrison,English,Fiction,Fantasy,404,0,
Dead Witch Walking,The Hollows,1,Kim Harrison,English,Fiction,Fantasy,416,0,2016
Ever After ,The Hollows,11,Kim Harrison,English,Fiction,Fantasy,435,0,2016
Every Which Way But Dead,The Hollows,3,Kim Harrison,English,Fiction,Fantasy,501,0,2016
For A Few Demons More,The Hollows,5,Kim Harrison,English,Fiction,Fantasy,456,0,2016
Pale Demon ,The Hollows,9,Kim Harrison,English,Fiction,Fantasy,439,0,2016
"The Good, The Bad, and The Undead",The Hollows,2,Kim Harrison,English,Fiction,Fantasy,453,0,2016
The Outlaw Demon Wails,The Hollows,6,Kim Harrison,English,Fiction,Fantasy,455,0,
The Undead Pool,The Hollows,12,Kim Harrison,English,Fiction,Fantasy,423,0,
The Witch With No Name ,The Hollows,13,Kim Harrison,English,Fiction,Fantasy,462,0,2016
"White Witch, Black Curse",The Hollows,7,Kim Harrison,English,Fiction,Fantasy,549,0,2016
Sins Of Midnight,,,Kimberly Logan,English,Fiction,Historical Romance,374,0,
Dead and Dateless,Vampire Love,2,Kimberly Raye,English,Fiction,Paranormal Romance,330,0,
Dead End Dating,Vampire Love,1,Kimberly Raye,English,Fiction,Paranormal Romance,334,0,
"Kiss Me Once, Kiss Me Twice",,,Kimberly Raye,English,Fiction,Paranormal Romance,259,0,
Your Coffin Or Mine?,Vampire Love,3,Kimberly Raye,English,Fiction,Paranormal Romance,306,0,
Battle Royale,,,Koushun Takami,English,Fiction,Horror,384,0,2012
Slaughterhouse Five,,,Kurt Vonnegut,English,Fiction,Classic,215,1969,2011
First Kiss,Bridesmaid Chronicles,2,Kylie Adams,English,Fiction,Romance,277,0,
"I Love You, Beth Cooper",,,Larry Doyle,English,Fiction,Young Adult,253,0,
GIT-R-DONE,,,Larry The Cable Guy,English,Non-Fiction,Humor,267,0,
Rewind,,,Laura Dower,English,Fiction,Young Adult,243,0,
"All Q, No A: More Tales of a 10th Grade Social Climber",,,Lauren Mechling,English,Fiction,Young Adult,277,0,
The Rise & Fall of a 10th Grade Social Climber,,,Lauren Mechling,English,Fiction,Young Adult,290,0,
Rhymes With Witches,,,Lauren Myracle,English,Fiction,Young Adult,209,0,
ttfn,ttyl,2,Lauren Myracle,English,Fiction,Young Adult,229,0,
ttyl,ttyl,1,Lauren Myracle,English,Fiction,Young Adult,209,0,
Red is for Remembrance,,,Laurie Faria Stolarz,English,Fiction,Young Adult,320,0,
Silver is for Secrets,,,Laurie Faria Stolarz,English,Fiction,Young Adult,277,0,
Prom,,,Laurie Halse Anderson,English,Fiction,Young Adult,215,0,
Speak,,,Laurie Halse Anderson,English,Fiction,Young Adult,198,0,
We Thought You Would Be Prettier,,,Laurie Notaro,English,Non-Fiction,Biography,220,0,
The Bad Beginning,A Series of Unfortunate Events,1,Lemony Snicket,English,Fiction,Young Adult,176,0,2014
Venus in Furs,,,Leopold von Sacher Masoch,English,Fiction,Classic,160,0,2013
Herself,,,Leslie Carroll,English,Fiction,Chick Lit,296,0,
Codex,,,Lev Grossman,English,Fiction,Fantasy,348,0,
The Magicians,,,Lev Grossman,English,Fiction,Fantasy,402,0,2011
Alice In Wonderland,,,Lewis Carroll,English,Fiction,Fantasy,172,0,
Kiss Me Again,,,Lisa Jackson,English,Fiction,Thriller,424,0,
Shiver ,,,Lisa Jackson,English,Fiction,Thriller,579,0,
Devil's Corner,,,Lisa Scottoline,English,Fiction,Thriller,450,0,
Horten's Miraculous Mechanisms,,,Lissa Evans,English,Fiction,Young Adult,272,0,2013
Harmony's Way,,,Lora Leigh,English,Fiction,Paranormal Romance,312,0,
The Female Brain,,,Louann Brizendine,English,Non-Fiction,Psychology,163,2006,
"Angus, Thongs & Full Frontal Snogging                 ",Georgia Nicolson,1,Louise Renninson,English,Fiction,Young Adult,234,0,
Away Laughing On A Fast Camel,Georgia Nicolson,5,Louise Renninson,English,Fiction,Young Adult,266,0,
Dancing In My Nuddy Pants,Georgia Nicolson,4,Louise Renninson,English,Fiction,Young Adult,206,0,
Knocked Out By My Nunga-Nungas,Georgia Nicolson,3,Louise Renninson,English,Fiction,Young Adult,173,0,
On The Bright Side I'm Now the Girlfriend of a Sex God,Georgia Nicolson,2,Louise Renninson,English,Fiction,Young Adult,233,0,
Then He Ate My Boy Entrancers,Georgia Nicolson,6,Louise Renninson,English,Fiction,Young Adult,300,0,
Mundo Cruel,,,Luis Negron,Spanish,Fiction,Short stories,104,0,2011
La Guaracha del Macho Camacho,,,Luis Rafael Sanchez,Spanish,Fiction,Classic,313,0,
La Pasion Segun Antigona Perez,,,Luis Rafael Sanchez,Spanish,Fiction,Classic,122,0,
Holly's Story,Angels in Pink,3,Lurlene McDaniel,English,Fiction,Young Adult,214,0,
Kathleen's Story,Angels in Pink,1,Lurlene McDaniel,English,Fiction,Young Adult,227,0,
Raina's Story,Angels in Pink,2,Lurlene McDaniel,English,Fiction,Young Adult,190,0,
Barbarian,Sons of the Dark,1,Lynne Ewing,English,Fiction,Young Adult,264,0,
Escape,Sons of the Dark,2,Lynne Ewing,English,Fiction,Young Adult,252,0,
Goddess of the Night,Daughters of the Moon,1,Lynne Ewing,English,Fiction,Young Adult,294,0,
Into the Cold Fire,Daughters of the Moon,2,Lynne Ewing,English,Fiction,Young Adult,264,0,
Moon Demon,Daughters of the Moon,7,Lynne Ewing,English,Fiction,Young Adult,289,0,
Night Shade,Daughters of the Moon,3,Lynne Ewing,English,Fiction,Young Adult,275,0,
Night Sun,Sons of the Dark,4,Lynne Ewing,English,Fiction,Young Adult,259,0,
Outcast,Sons of the Dark,3,Lynne Ewing,English,Fiction,Young Adult,257,0,
Possession,Daughters of the Moon,8,Lynne Ewing,English,Fiction,Young Adult,275,0,
The Becoming,Daughters of the Moon,12,Lynne Ewing,English,Fiction,Young Adult,273,0,
The Choice,Daughters of the Moon,9,Lynne Ewing,English,Fiction,Young Adult,275,0,
The Final Eclipse,Daughters of the Moon,13,Lynne Ewing,English,Fiction,Young Adult,265,0,
The Last One,Daughters of the Moon,6,Lynne Ewing,English,Fiction,Young Adult,274,0,
The Prophesy,Daughters of the Moon,11,Lynne Ewing,English,Fiction,Young Adult,273,0,
The Sacrifice,Daughters of the Moon,5,Lynne Ewing,English,Fiction,Young Adult,269,0,
The Secret Scroll,Daughters of the Moon,4,Lynne Ewing,English,Fiction,Young Adult,268,0,
The Talisman,Daughters of the Moon,1,Lynne Ewing,English,Fiction,Young Adult,278,0,
A Bite To Remember,Argeneu Novel,,Lynsay Sands,English,Fiction,Paranormal Romance,362,0,
Bite Me If You Can,Argeneu Novel,,Lynsay Sands,English,Fiction,Paranormal Romance,356,0,
Single White Vampire,Argeneu Novel,,Lynsay Sands,English,Fiction,Paranormal Romance,369,0,
The Accidental Vampire,Argeneu Novel,,Lynsay Sands,English,Fiction,Paranormal Romance,361,0,
"Vampire, Interrupted",Argeneu Novel,,Lynsay Sands,English,Fiction,Paranormal Romance,370,0,
Vampires Are Forever,Argeneu Novel,,Lynsay Sands,English,Fiction,Paranormal Romance,361,0,
Hazing Meri Sugarman,Meri,1,M. Apostolina,English,Fiction,Young Adult,266,2005,
Meri Strikes Back,Meri,2,M. Apostolina,English,Fiction,Young Adult,275,2006,
Thirsty ,,,M.T. Anderson,English,Fiction,Young Adult,249,1997,
Cocktails For Three,,,Madeleine Wickham,English,Fiction,Chick Lit,301,0,
The Blind Assassin,,,Margaret Atwood,English,Fiction,Mystery,641,0,2015
Writing ,,,Marguerite Duras,English,Non-Fiction,Classic,91,0,2015
The Lover,,,Marguerite Duras,English,Fiction,Classic,117,0,2015
The Ravishing of Lol V. Stein,,,Marguerite Duras,English,Fiction,Classic,181,0,2015
La Amortajada,,,Maria Luisa Bombal,Spanish,Fiction,Classic,139,1986,
Head Games,,,Mariah Fredericks,English,Fiction,Young Adult,260,0,
Lucy Sullivan Is Getting Married,,,Marian Keyes,English,Fiction,Chick Lit,610,0,
Sushi For Beginners,,,Marian Keyes,English,Fiction,Chick Lit,426,0,
Watermelon,,,Marian Keyes,English,Fiction,Chick Lit,417,0,
Dust of Eden,,,Mariko Nagai,English,Fiction,Historical Fiction,128,0,2015
Satanas,,,Mario Mendoza,Spanish,Fiction,Horror,283,0,2011
The Curious Incident Of The Dog In The Nightside,,,Mark Haddon,English,Fiction,Contemporary,221,2003,
El Diario de Adan y Eva,,,Mark Twain,Spanish,Fiction,Classic,117,1905,2011
Getting the Girl,,,Markus Zusak,English,Fiction,Young Adult,250,0,
Mysteria,,,Mary Janice Davidson,English,Fiction,Paranormal Romance,340,0,
Really Unusual Bad Boys,,,Mary Janice Davidson,English,Fiction,Paranormal Romance,241,0,
Sleeping With the Fishes,Fred Bimm,1,Mary Janice Davidson,English,Fiction,Paranormal Romance,268,0,
Swimming Without A Net,Fred Bimm,2,Mary Janice Davidson,English,Fiction,Paranormal Romance,271,0,
Undead and Unappreciated,Betsy The Vampire Queen,3,Mary Janice Davidson,English,Fiction,Paranormal Romance,271,0,
Undead and Uneasy,Betsy The Vampire Queen,6,Mary Janice Davidson,English,Fiction,Paranormal Romance,258,0,
Undead and Unemployed,Betsy The Vampire Queen,2,Mary Janice Davidson,English,Fiction,Paranormal Romance,272,0,
Undead and Unpopular,Betsy The Vampire Queen,5,Mary Janice Davidson,English,Fiction,Paranormal Romance,269,0,
Undead and Unreturnable,Betsy The Vampire Queen,4,Mary Janice Davidson,English,Fiction,Paranormal Romance,250,0,
Undead and Unwed,Betsy The Vampire Queen,1,Mary Janice Davidson,English,Fiction,Paranormal Romance,255,0,
Frankenstein,,,Mary Shelley,English,Fiction,Classic,213,0,
Sex Criminals,,,Matt Fraction,English,Fiction,Graphic Novel,128,0,2016
Bad Monkeys,,,Matt Ruff,English,Fiction,Science Fiction,227,0,
13 Little Blue Envelopes,,,Maureen Johnson,English,Fiction,Young Adult,320,0,
World War Z,,,Max Brooks,English,Fiction,Horror,342,0,2013
I Know Why the Caged Bird Sings,,,Maya Angelou,English,Non-Fiction,Autobiography,120,0,2016
Purpura profundo,,,Mayra Montero,Spanish,Fiction,Erotica,172,0,
Cualquier miercoles soy tuya,,,Mayra Santos-Febres,Spanish,Fiction,Contemporary,239,0,
En el ojo del huracan,,,Mayra Santos-Febres,Spanish,Fiction,Contemporary,321,0,2011
Fe en disfraz,,,Mayra Santos-Febres,Spanish,Fiction,Contemporary,115,0,2011
Tratado de Medicina Natural para Hombres Melancólicos,,,Mayra Santos-Febres,Spanish,Fiction,Contemporary,124,0,2011
Big Boned,Heather Wells,3,Meg Cabot,English,Fiction,Chick Lit,280,0,
Every Boy's Got One,,,Meg Cabot,English,Fiction,Chick Lit,328,0,
Ready or Not,,,Meg Cabot,English,Fiction,Chick Lit,238,0,
Size 12 Is Not Fat,Heather Wells,1,Meg Cabot,English,Fiction,Chick Lit,345,0,
Size 14 Is Not Fat Either,Heather Wells,2,Meg Cabot,English,Fiction,Chick Lit,344,0,
Twilight,The Mediator,6,Meg  Cabot,English,Fiction,Young Adult,245,0,
The Defining Decade,,,Meg Jay,English,Non-Fiction,Psychology,201,0,2012
Alice I Have Been,,,Melanie Benjamin,English,Fiction,Biographical Fiction,345,0,2011
Divine Madness,,,Melanie Jackson,English,Fiction,Paranormal Romance,318,0,
Saving Francesca,,,Melina Marchetta,English,Fiction,Young Adult,243,0,
I'm The Vampire That’s Why,,,Michele Bardsley,English,Fiction,Paranormal Romance,315,2006,
Bitten & Smitten,,,Michelle Rowen,English,Fiction,Paranormal Romance,369,0,
Phone Sex,,,Miranda Austin,English,Non-Fiction,Sexuality,200,0,2011
No One Belongs Here More Than You,,,Miranda July,English,Fiction,Short stories,224,0,
My Private Life,,,Mistress Nan,English,Non-Fiction,Sexuality,196,0,
The Five People You Meet In Heaven,,,Mitch Albom,English,Fiction,Contemporary,196,2003,
St. Urbain's Horseman,,,Mordecai Richler,English,Fiction,Contemporary,504,0,2015
The Fifth Season ,The Broken Earth,1,N.K. Jemisin,English,Fiction,Science Fiction,468,0,2017
The Obelisk Gate ,The Broken Earth,2,N.K. Jemisin,English,Fiction,Science Fiction,410,0,2017
The Stone Sky ,The Broken Earth,3,N.K. Jemisin,English,Fiction,Science Fiction,416,0,2017
The Killing Moon,The Dreamblood,1,N.K. Jemisin,English,Fiction,Science Fiction,404,0,2014
The Shadowed Sun,The Dreamblood,2,N.K. Jemisin,English,Fiction,Science Fiction,494,0,2014
Perfect,,,Natasha Friends,English,Fiction,Young Adult,172,0,
It's Kind of A Funny Story,,,Ned Vizzini,English,Fiction,Young Adult,444,0,
Neverwhere,,,Neil  Gaiman,English,Fiction,Graphic Novel,224,0,2012
The Sandman,,,Neil  Gaiman,English,Fiction,Graphic Novel,42,0,2013
Anansi Boys ,,,Neil Gaiman,English,Fiction,Fantasy,336,0,2016
Good Omens,,,Neil Gaiman,English,Fiction,Fantasy,412,1990,
Stardust,,,Neil Gaiman,English,Fiction,Fantasy,333,1998,2011
The Notebook,,,Nicholas Sparks,English,Fiction,Contemporary,207,0,
The Troop ,,,Nick Cutter,English,Fiction,Horror,368,0,2017
A Long Way Down,,,Nick Hornby,English,Fiction,Contemporary,333,0,
High Fidelity,,,Nick Hornby,English,Fiction,Contemporary,323,0,
How To Be Good,,,Nick Hornby,English,Fiction,Contemporary,305,0,2011
"Juliet, Naked",,,Nick Hornby,English,Fiction,Contemporary,406,0,
Sticky Fingers,,,Nikki Burnham,English,Fiction,Young Adult,274,0,
The Sinister Sweetness of Splendid Academy,,,Nikki Loftin,English,Fiction,Young Adult,305,0,2013
Diary of a Madman and Other Stories,,,Nikolai Gogol,English,Fiction,Short stories,188,0,2014
Nimona,,,Noelle Stevenson,English,Fiction,Graphic Novel,272,0,2016
The Curious Sofa: A Pornographic Work ,,,Ogdred Weary,English,Fiction,Graphic Novel,64,0,2014
Fledgeling,,,Olivia Butler,English,Fiction,Science Fiction,310,0,2014
The Picture of Dorian Gray,,,Oscar Wilde,English,Fiction,Classic,190,1890,
The Solitude of Prime Numbers,,,Paolo Giordano,English,Fiction,Contemporary,271,0,2011
Blood Bound,Mercy Thompson,2,Patricia Briggs,English,Fiction,Fantasy,292,2007,
Bone Crossed,Mercy Thompson,4,Patricia Briggs,English,Fiction,Fantasy,287,2009,2011
Iron Kissed,Mercy Thompson,3,Patricia Briggs,English,Fiction,Fantasy,287,0,2011
Moon Called,Mercy Thompson,1,Patricia Briggs,English,Fiction,Fantasy,288,2006,
Silver Borne,Mercy Thompson,5,Patricia Briggs,English,Fiction,Fantasy,342,2010,2011
Frost Burned,Mercy Thompson,7,Patricia Briggs ,English,Fiction,Fantasy,342,0,2013
River Marked ,Mercy Thompson,6,Patricia Briggs ,English,Fiction,Fantasy,226,0,2012
Him Her Him Again the End of Him,,,Patricia Marx,English,Fiction,Contemporary,245,0,
El Perfume,,,Patrick Suskind,Spanish,Fiction,Thriller,308,0,
Wife For A Day,,,Patti Berg,English,Fiction,Romance,376,1999,
The Cabin at the End of the Woods ,,,Paul Tremblay,English,Fiction,Horror,272,0,2018
Veronika decide morir,,,Paulo Coelho,Spanish,Fiction,Contemporary,221,0,
La vida es sueño,,,Pedro Calderan de la Barca,Spanish,Fiction,Classic,103,0,
The Ropemaker,,,Peter Dickinson,English,Fiction,Fantasy,375,0,
The Dog Stars ,,,Peter Heller,English,Fiction,Science Fiction,336,0,2015
What We See When We Read,,,Peter Mendelsund,English,Non-Fiction,Psychology,425,0,2014
Bergdorf Blondes,,,Plum Sykes,English,Fiction,Chick Lit,310,0,
The Debutante Divorcée,,,Plum Sykes,English,Fiction,Chick Lit,248,0,
Wailing Ghosts,,,Pu Songling,English,Fiction,Horror,56,0,2015
Cupcake,Cyd Charisse ,3,Rachel Cohn,English,Fiction,Young Adult,248,0,
Gingerbread,Cyd Charisse ,1,Rachel Cohn,English,Fiction,Young Adult,172,0,
Nick & Norah's Infinite Playlist,,,Rachel Cohn,English,Fiction,Young Adult,183,0,
Pop Princess,,,Rachel Cohn,English,Fiction,Young Adult,311,0,
Shrimp,Cyd Charisse ,2,Rachel Cohn,English,Fiction,Young Adult,272,0,
I'm In No Mood For Love,,,Rachel Gibson,English,Fiction,Romance,359,0,
The Trouble With Valentine's Day,,,Rachel Gibson,English,Fiction,Romance,352,0,
Truly Madly Yours,,,Rachel Gibson,English,Fiction,Romance,372,0,
If We Kiss?,,,Rachel Vail,English,Fiction,Young Adult,259,0,
"You, Maybe",,,Rachel Vail,English,Fiction,Young Adult,199,0,
Exquisito cadaver,,,Rafael Acevedo,Spanish,Fiction,Mystery,207,2001,2011
Attachments ,,,Rainbow Rowell,English,Fiction,Contemporary,323,0,2015
Eleanor & Park,,,Rainbow Rowell,English,Fiction,Contemporary,328,0,2015
Fangirl,,,Rainbow Rowell,English,Fiction,Contemporary,483,0,2015
Landline,,,Rainbow Rowell,English,Fiction,Contemporary,494,0,2014
Miss Peregrine's Home for Peculiar Children,,,Ransom Riggs,English,Fiction,Young Adult,348,0,2011
Switching Time,,,Richard Baer,English,Non-Fiction,Psychology,346,2007,
El Caballero de la Armadura Oxidada,,,Robert Fisher,Spanish,Fiction,Classic,93,0,
A Reliable Wife,,,Robert Goolrick,English,Fiction,Mystery,291,0,
Days Gone Bye,The Walking Dead,1,Robert Kirkman,English,Fiction,Graphic Novel,144,0,2012
Miles Behind Us,The Walking Dead,2,Robert Kirkman,English,Fiction,Graphic Novel,136,0,2012
Safety Behind Bars,The Walking Dead,3,Robert Kirkman,English,Fiction,Graphic Novel,136,0,2012
The Best Defense,The Walking Dead,5,Robert Kirkman,English,Fiction,Graphic Novel,136,0,2012
The Heart's Desire,The Walking Dead,4,Robert Kirkman,English,Fiction,Graphic Novel,136,0,2012
This Sorrowful Life,The Walking Dead,6,Robert Kirkman,English,Fiction,Graphic Novel,144,0,2012
Nocturno de Chile,,,Roberto Bolaño,Spanish,Fiction,Contemporary,160,0,2011
Grind,,,Robin Wasserman,English,Fiction,Young Adult,126,0,
Hacking Harvard,,,Robin Wasserman,English,Fiction,Young Adult,320,0,
Confessions of a Boyfriend Stealer,,,Robynn Clairday,English,Fiction,Young Adult,228,0,
The Turn of the Key ,,,Ruth Ware,English,Fiction,Mystery,337,0,2019
The Outsiders,,,S.E. Hinton,English,Fiction,Young Adult,188,0,
The Proof of the Honey,,,Salwa Al Neimi,English,Fiction,Erotica,160,0,2015
Necropolis,,,Santiago Gamboa,Spanish,Fiction,Thriller,455,0,2011
Tan cerca de la vida,,,Santiago Roncagliolo,Spanish,Fiction,Contemporary,328,0,2011
Water For Elephants,,,Sara Gruen,English,Fiction,Contemporary,331,0,
Dreamland,,,Sarah Dessen,English,Fiction,Young Adult,250,0,
Just Listen,,,Sarah Dessen,English,Fiction,Young Adult,371,0,
Keeping the Moon,,,Sarah Dessen,English,Fiction,Young Adult,228,0,
The Truth About Forever,,,Sarah Dessen,English,Fiction,Young Adult,374,0,
This Lullaby,,,Sarah Dessen,English,Fiction,Young Adult,345,0,
Bras and Broomsticks,Rachel & Miri,1,Sarah Mlynowski,English,Fiction,Young Adult,310,0,
Frogs and French Kisses,Rachel & Miri,2,Sarah Mlynowski,English,Fiction,Young Adult,277,0,
Guitar Girl,,,Sarra Manning,English,Fiction,Young Adult,217,0,
", Said the Shotgun to the Head",,,Saul Williams,English,Non-Fiction,Poetry,182,2003,
So Yesterday,,,Scott Westerfeld,English,Fiction,Young Adult,225,0,
Killing Britney,,,Sean Olin,English,Fiction,Young Adult,234,0,
Dandy In The Underworld,,,Sebastian Horseley,English,Non-Fiction,Memoir,325,0,
Dicen que los dormidos,,,Sergio Gutierrez Negron,Spanish,Fiction,Contemporary,150,0,2016
Palacio,,,Sergio Gutierrez Negron,Spanish,Fiction,Contemporary,144,0,2016
Vivir del cuento,,,Shara Lavender,Spanish,Fiction,Short stories,137,0,
Acheron,Dark Hunter,15,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,722,0,
Dance With the Devil,Dark Hunter,4,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,343,0,
Dark Side of the Moon,Dark Hunter,1,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,339,0,
Devil May Cry,Dark Hunter,12,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,358,0,
Dream-Chaser,Dark Hunter,14,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,359,0,
Fantasy Lover,Dark Hunter,1,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,307,0,
Kiss of the Night,Dark Hunter,5,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,361,0,
Night Embrace,Dark Hunter,3,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,408,0,
Night Play ,Dark Hunter,6,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,362,0,
Night Pleasures,Dark Hunter,2,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,309,0,
Seize the Night,Dark Hunter,7,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,325,0,
Sins of the Night,Dark Hunter,8,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,365,0,
The Dream-Hunter,Dark Hunter,11,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,340,0,
Unleash the Night,Dark Hunter,9,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,334,0,
Upon The Midnight Clear,Dark Hunter,13,Sherrilyn Kenyon,English,Fiction,Paranormal Romance,248,0,
Agents Of Light and Darkness,Nightside,2,Simon R. Green,English,Fiction,Fantasy,233,0,
Hell To Pay,Nightside,7,Simon R. Green,English,Fiction,Fantasy,264,0,
Hex and the City,Nightside,4,Simon R. Green,English,Fiction,Fantasy,246,0,
Nightingale's Lament,Nightside,3,Simon R. Green,English,Fiction,Fantasy,217,0,
Paths Not Taken,Nightside,5,Simon R. Green,English,Fiction,Fantasy,262,0,
Sharper Than  A Serpent's Tooth,Nightside,6,Simon R. Green,English,Fiction,Fantasy,247,0,
